DEPTH_ft,GR,RT,RHOB,NPHI,Hydrocarbon,Zone
7218,119.42,3.56,2.652,0.378,0,shale
7220,141.52,4.43,2.564,0.341,0,shale
7222,138.69,2.41,2.51,0.382,0,shale
7224,146.26,9.3,2.452,0.406,0,shale
7226,141.64,1.42,2.636,0.422,0,shale
7228,132.43,7.58,2.47,0.321,0,shale
7230,106.68,0.2,2.639,0.338,0,shale
7232,131.33,8.05,2.568,0.415,0,shale
7234,129.64,4.64,2.571,0.343,0,shale
7236,105.47,14.39,2.54,0.394,0,shale
7238,149.15,1.45,2.611,0.419,0,shale
7240,101.39,8.84,2.477,0.306,0,shale
7242,109.16,5.86,2.603,0.331,0,shale
7244,99.04,10.49,2.69,0.313,0,shale
7246,146.07,10.52,2.528,0.437,0,shale
7248,116.08,3.18,2.706,0.401,0,shale
7250,87.34,2.95,2.577,0.429,0,shale
7252,92.28,7.03,2.515,0.315,0,shale
7254,129.35,0.42,2.594,0.316,0,shale
7256,149.62,8.26,2.524,0.322,0,shale
7258,90.22,2.92,2.659,0.446,0,shale
7260,90.88,5.11,2.642,0.329,0,shale
7262,123.01,1.62,2.489,0.393,0,shale
7264,106.32,0.2,2.457,0.291,0,shale
7266,103.77,0.2,2.579,0.407,0,shale
7268,101.39,2.5,2.466,0.417,0,shale
7270,104.77,7.57,2.587,0.373,0,shale
7272,98.34,0.2,2.494,0.299,0,shale
7274,140.42,4.19,2.672,0.298,0,shale
7276,118.87,1.47,2.49,0.303,0,shale
7278,101.65,1.17,2.586,0.451,0,shale
7280,133.06,7.76,2.657,0.367,0,shale
7282,97.75,9.97,2.58,0.323,0,shale
7284,105.25,0.2,2.474,0.385,0,shale
7286,112.78,3.45,2.634,0.349,0,shale
7288,125.66,5.01,2.507,0.399,0,shale
7290,113.28,2.89,2.455,0.404,0,shale
7292,119.99,3.0,2.673,0.42,0,shale
7294,120.04,0.2,2.68,0.43,0,shale
7296,126.71,3.63,2.552,0.441,0,shale
7298,110.83,1.23,2.652,0.283,0,shale
7300,98.08,1.89,2.621,0.424,0,shale
7302,100.19,4.28,2.502,0.295,0,shale
7304,104.39,4.4,2.61,0.36,0,shale
7306,149.99,8.0,2.491,0.411,0,shale
7308,119.08,2.2,2.652,0.372,0,shale
7310,147.45,3.79,2.468,0.446,0,shale
7312,150.03,0.2,2.681,0.445,0,shale
7314,122.27,0.2,2.47,0.35,0,shale
7316,114.13,3.86,2.684,0.356,0,shale
7318,120.95,5.93,2.538,0.461,0,shale
7320,101.7,1.31,2.499,0.324,0,shale
7322,94.67,2.81,2.588,0.334,0,shale
7324,139.15,4.63,2.634,0.389,0,shale
7326,100.4,2.17,2.481,0.4,0,shale
7328,119.86,7.04,2.502,0.295,0,shale
7330,93.95,9.91,2.46,0.334,0,shale
7332,117.51,3.57,2.56,0.374,0,shale
7334,129.84,2.44,2.562,0.302,0,shale
7336,118.27,0.2,2.485,0.456,0,shale
7338,142.12,5.34,2.624,0.311,0,shale
7340,128.17,8.39,2.648,0.325,0,shale
7342,110.36,7.3,2.561,0.423,0,shale
7344,91.08,1.25,2.554,0.364,0,shale
7346,125.19,5.78,2.485,0.343,0,shale
7348,94.54,1.59,2.507,0.381,0,shale
7350,104.36,2.69,2.539,0.311,0,shale
7352,123.18,5.28,2.559,0.442,0,shale
7354,132.95,2.75,2.676,0.432,0,shale
7356,127.0,1.42,2.641,0.355,0,shale
7358,114.69,13.88,2.621,0.396,0,shale
7360,110.86,1.52,2.518,0.304,0,shale
7362,97.1,7.73,2.517,0.413,0,shale
7364,131.3,1.52,2.636,0.301,0,shale
7366,142.82,3.07,2.662,0.387,0,shale
7368,133.43,5.05,2.457,0.408,0,shale
7370,115.02,1.05,2.607,0.424,0,shale
7372,134.76,13.3,2.651,0.348,0,shale
7374,106.15,11.29,2.543,0.328,0,shale
7376,126.4,6.9,2.634,0.297,0,shale
7378,113.35,6.59,2.546,0.361,0,shale
7380,139.05,0.46,2.641,0.312,0,shale
7382,102.39,2.33,2.604,0.327,0,shale
7384,132.75,9.53,2.479,0.295,0,shale
7386,142.21,0.74,2.618,0.429,0,shale
7388,101.06,8.65,2.638,0.284,0,shale
7390,48.51,13.29,2.409,0.271,0,water
7392,46.78,14.12,2.271,0.284,0,water
7394,57.5,17.46,2.405,0.322,0,water
7396,77.03,14.07,2.319,0.191,0,water
7398,72.3,9.1,2.275,0.32,0,water
7400,68.26,7.68,2.451,0.223,0,water
7402,84.6,11.74,2.308,0.214,0,water
7404,76.9,5.07,2.38,0.214,0,water
7406,76.65,7.65,2.303,0.265,0,water
7408,86.1,12.08,2.329,0.315,0,water
7410,72.03,10.22,2.487,0.237,0,water
7412,71.33,2.53,2.38,0.246,0,water
7414,59.52,0.2,2.301,0.287,0,water
7416,65.91,10.8,2.322,0.236,0,water
7418,75.22,15.07,2.415,0.242,0,water
7420,53.63,5.96,2.279,0.268,0,water
7422,60.7,10.43,2.447,0.229,0,water
7424,72.97,5.62,2.398,0.223,0,water
7426,55.66,12.95,2.365,0.26,0,water
7428,50.59,12.69,2.373,0.27,0,water
7430,60.66,0.2,2.375,0.22,0,water
7432,79.38,6.1,2.268,0.194,0,water
7434,52.89,10.36,2.35,0.286,0,water
7436,53.92,4.93,2.376,0.275,0,water
7438,81.98,8.93,2.422,0.182,0,water
7440,48.42,15.18,2.358,0.293,0,water
7442,82.49,0.2,2.452,0.309,0,water
7444,51.38,1.51,2.404,0.259,0,water
7446,74.41,6.42,2.364,0.296,0,water
7448,50.83,17.63,2.365,0.252,0,water
7450,77.85,10.29,2.328,0.276,0,water
7452,78.37,2.84,2.302,0.289,0,water
7454,78.91,12.51,2.407,0.189,0,water
7456,46.38,8.02,2.259,0.308,0,water
7458,83.5,11.88,2.308,0.186,0,water
7460,56.87,5.73,2.425,0.308,0,water
7462,49.56,9.36,2.399,0.216,0,water
7464,53.73,10.95,2.341,0.253,0,water
7466,49.37,10.08,2.475,0.261,0,water
7468,63.22,9.24,2.331,0.204,0,water
7470,50.24,10.65,2.405,0.235,0,water
7472,53.35,12.0,2.426,0.302,0,water
7474,57.35,11.38,2.281,0.319,0,water
7476,61.68,5.5,2.406,0.264,0,water
7478,72.81,0.2,2.419,0.254,0,water
7480,71.61,10.53,2.487,0.312,0,water
7482,59.38,5.54,2.296,0.256,0,water
7484,66.9,7.6,2.388,0.236,0,water
7486,83.86,16.01,2.382,0.225,0,water
7488,78.82,21.16,2.299,0.286,0,water
7490,57.44,7.04,2.501,0.233,0,water
7492,55.5,11.14,2.42,0.297,0,water
7494,57.89,13.66,2.312,0.234,0,water
7496,63.72,14.33,2.333,0.226,0,water
7498,58.5,3.52,2.372,0.243,0,water
7500,68.97,10.98,2.262,0.319,0,water
7502,81.09,12.4,2.248,0.219,0,water
7504,55.64,6.66,2.43,0.252,0,water
7506,48.4,5.99,2.252,0.19,0,water
7508,67.05,9.5,2.338,0.278,0,water
7510,75.04,13.12,2.309,0.28,0,water
7512,72.0,9.19,2.44,0.202,0,water
7514,47.01,0.2,2.345,0.301,0,water
7516,50.43,15.81,2.345,0.255,0,water
7518,64.14,16.97,2.429,0.244,0,water
7520,79.56,15.41,2.245,0.203,0,water
7522,68.99,8.1,2.398,0.268,0,water
7524,68.81,3.73,2.459,0.299,0,water
7526,81.57,10.45,2.427,0.287,0,water
7528,71.19,7.38,2.331,0.28,0,water
7530,81.16,2.88,2.254,0.175,0,water
7532,68.7,7.92,2.468,0.264,0,water
7534,50.38,7.21,2.469,0.247,0,water
7536,60.21,2.91,2.296,0.217,0,water
7538,60.01,3.25,2.268,0.288,0,water
7540,63.13,6.73,2.352,0.217,0,water
7542,53.96,6.15,2.44,0.312,0,water
7544,53.59,1.26,2.486,0.199,0,water
7546,56.86,4.1,2.373,0.167,0,water
7548,64.92,4.54,2.508,0.213,0,water
7550,84.5,3.26,2.417,0.233,0,water
7552,51.77,12.08,2.307,0.219,0,water
7554,62.4,8.37,2.277,0.236,0,water
7556,71.67,8.96,2.409,0.197,0,water
7558,48.67,10.48,2.302,0.247,0,water
7560,73.54,11.96,2.258,0.271,0,water
7562,45.79,6.11,2.289,0.27,0,water
7564,69.65,3.81,2.319,0.316,0,water
7566,81.89,7.46,2.39,0.267,0,water
7568,65.0,14.69,2.322,0.282,0,water
7570,59.51,12.79,2.255,0.301,0,water
7572,58.76,9.09,2.496,0.222,0,water
7574,55.43,14.62,2.418,0.203,0,water
7576,72.51,8.68,2.492,0.191,0,water
7578,69.0,6.38,2.423,0.232,0,water
7580,57.67,6.28,2.238,0.269,0,water
7582,67.29,8.89,2.34,0.218,0,water
7584,78.4,9.67,2.327,0.279,0,water
7586,69.66,14.97,2.377,0.259,0,water
7588,50.97,2.17,2.283,0.318,0,water
7590,59.1,9.19,2.36,0.217,0,water
7592,73.09,9.94,2.403,0.198,0,water
7594,71.14,14.7,2.321,0.273,0,water
7596,58.09,6.52,2.331,0.225,0,water
7598,75.36,8.26,2.385,0.241,0,water
7600,69.71,8.96,2.389,0.282,0,water
7602,59.88,0.2,2.26,0.195,0,water
7604,50.03,11.67,2.316,0.249,0,water
7606,76.62,12.12,2.385,0.211,0,water
7608,63.0,16.74,2.326,0.204,0,water
7610,70.51,10.75,2.461,0.229,0,water
7612,45.32,8.17,2.405,0.289,0,water
7614,44.94,1.74,2.479,0.201,0,water
7616,76.86,13.25,2.348,0.302,0,water
7618,68.89,12.18,2.508,0.326,0,water
7620,66.1,10.38,2.371,0.265,0,water
7622,75.18,5.3,2.403,0.242,0,water
7624,66.98,4.41,2.292,0.266,0,water
7626,78.17,10.59,2.264,0.28,0,water
7628,77.77,4.5,2.269,0.27,0,water
7630,51.62,10.59,2.418,0.271,0,water
7632,53.99,15.45,2.316,0.327,0,water
7634,47.83,6.65,2.379,0.216,0,water
7636,59.69,1.82,2.277,0.303,0,water
7638,74.79,7.71,2.269,0.279,0,water
7640,67.79,7.28,2.516,0.236,0,water
7642,81.49,2.47,2.275,0.204,0,water
7644,47.22,4.38,2.47,0.23,0,water
7646,81.43,16.42,2.384,0.299,0,water
7648,56.52,7.5,2.358,0.297,0,water
7650,83.15,14.4,2.382,0.317,0,water
7652,69.57,10.63,2.297,0.27,0,water
7654,52.15,12.23,2.353,0.181,0,water
7656,52.81,8.72,2.31,0.25,0,water
7658,53.2,8.89,2.388,0.196,0,water
7660,54.36,14.99,2.52,0.299,0,water
7662,78.23,19.23,2.312,0.238,0,water
7664,48.62,0.2,2.467,0.217,0,water
7666,83.47,8.93,2.421,0.208,0,water
7668,80.5,6.95,2.504,0.198,0,water
7670,70.41,17.23,2.509,0.181,0,water
7672,80.02,4.68,2.414,0.215,0,water
7674,57.83,9.18,2.298,0.18,0,water
7676,81.18,14.61,2.355,0.19,0,water
7678,62.22,11.28,2.293,0.239,0,water
7680,83.24,3.14,2.451,0.239,0,water
7682,74.58,7.26,2.298,0.281,0,water
7684,53.54,5.58,2.366,0.237,0,water
7686,57.36,4.78,2.475,0.31,0,water
7688,69.47,5.1,2.333,0.281,0,water
7690,78.79,9.04,2.334,0.228,0,water
7692,48.7,1.2,2.348,0.255,0,water
7694,73.64,13.04,2.321,0.239,0,water
7696,48.51,14.4,2.329,0.297,0,water
7698,76.02,5.91,2.251,0.307,0,water
7700,57.08,4.43,2.46,0.196,0,water
7702,46.94,8.63,2.259,0.224,0,water
7704,54.46,9.14,2.298,0.184,0,water
7706,82.64,0.97,2.498,0.211,0,water
7708,23.72,295.49,1.988,0.042,1,gas
7710,43.99,184.39,1.849,0.075,1,gas
7712,17.1,274.13,2.002,0.044,1,gas
7714,30.94,108.17,1.974,0.102,1,gas
7716,50.54,238.67,1.925,0.105,1,gas
7718,16.41,217.59,1.959,0.06,1,gas
7720,18.53,263.41,1.924,0.004,1,gas
7722,23.46,254.27,1.882,0.032,1,gas
7724,28.76,291.01,1.882,0.101,1,gas
7726,47.46,82.24,1.847,0.096,1,gas
7728,42.15,303.04,1.861,0.116,1,gas
7730,20.03,121.48,1.947,0.039,1,gas
7732,29.68,93.39,2.126,0.048,1,gas
7734,39.34,182.42,1.886,0.046,1,gas
7736,45.78,167.18,1.886,0.094,1,gas
7738,16.85,108.52,2.032,0.048,1,gas
7740,22.21,87.69,2.025,0.061,1,gas
7742,23.6,223.62,2.096,0.094,1,gas
7744,38.75,183.69,2.122,0.071,1,gas
7746,35.09,170.61,2.067,0.028,1,gas
7748,48.06,216.17,1.894,0.076,1,gas
7750,32.17,300.96,2.093,0.043,1,gas
7752,31.33,182.61,2.092,0.026,1,gas
7754,24.76,200.23,2.081,0.039,1,gas
7756,39.12,157.7,1.993,0.064,1,gas
7758,24.56,215.82,1.942,0.075,1,gas
7760,30.34,253.77,2.132,0.015,1,gas
7762,30.2,193.75,2.09,0.023,1,gas
7764,33.62,242.84,2.091,0.07,1,gas
7766,37.88,282.85,2.01,0.042,1,gas
7768,34.03,174.22,2.071,0.024,1,gas
7770,38.62,88.28,2.14,0.093,1,gas
7772,46.98,235.57,2.045,0.056,1,gas
7774,36.53,116.01,2.001,0.066,1,gas
7776,23.28,120.71,2.042,0.054,1,gas
7778,20.98,185.48,2.056,0.116,1,gas
7780,22.62,105.85,2.177,0.013,1,gas
7782,30.94,112.5,1.978,0.03,1,gas
7784,42.3,206.39,2.151,0.031,1,gas
7786,41.19,256.22,1.998,0.115,1,gas
7788,40.08,207.71,1.9,0.058,1,gas
7790,29.85,247.11,1.999,0.095,1,gas
7792,49.95,167.41,1.971,0.074,1,gas
7794,43.87,267.47,2.008,0.039,1,gas
7796,48.69,180.47,1.91,0.119,1,gas
7798,40.8,155.28,2.032,0.046,1,gas
7800,20.31,100.75,2.101,0.106,1,gas
7802,41.19,78.48,2.03,0.031,1,gas
7804,51.01,127.41,2.048,0.103,1,gas
7806,36.22,211.82,1.906,0.047,1,gas
7808,47.95,297.1,2.086,0.095,1,gas
7810,39.47,180.47,2.084,0.095,1,gas
7812,33.31,131.75,1.913,0.041,1,gas
7814,40.82,162.11,2.002,0.061,1,gas
7816,47.26,297.31,2.075,0.099,1,gas
7818,39.05,304.25,2.079,0.047,1,gas
7820,35.02,216.85,2.041,0.073,1,gas
7822,37.0,200.04,1.945,0.119,1,gas
7824,22.56,237.36,1.889,0.075,1,gas
7826,47.84,158.3,1.931,0.053,1,gas
7828,23.33,138.28,1.888,0.091,1,gas
7830,36.27,275.31,1.967,0.063,1,gas
7832,50.19,148.87,1.85,0.088,1,gas
7834,15.01,82.96,2.076,0.018,1,gas
7836,37.17,84.08,1.894,0.103,1,gas
7838,21.9,173.24,1.972,0.11,1,gas
7840,31.61,281.9,2.093,0.065,1,gas
7842,14.71,179.04,1.921,0.053,1,gas
7844,16.65,215.12,2.0,0.114,1,gas
7846,46.6,200.46,1.869,0.117,1,gas
7848,48.8,132.7,1.876,0.086,1,gas
7850,38.19,250.14,2.086,0.075,1,gas
7852,39.97,77.12,1.948,0.087,1,gas
7854,17.79,120.29,1.883,0.061,1,gas
7856,11.7,149.17,1.965,0.112,1,gas
7858,35.04,130.78,1.869,0.027,1,gas
7860,35.72,275.64,1.943,0.042,1,gas
7862,28.86,146.34,2.033,0.075,1,gas
7864,41.23,158.13,2.025,0.109,1,gas
7866,14.47,214.69,2.017,0.096,1,gas
7868,35.35,261.99,2.007,0.092,1,gas
7870,32.77,148.19,2.118,0.028,1,gas
7872,25.87,282.39,1.91,0.071,1,gas
7874,45.29,103.84,2.022,0.06,1,gas
7876,30.66,232.52,1.967,0.078,1,gas
7878,42.3,262.33,2.136,0.022,1,gas
7880,18.26,273.65,1.87,0.07,1,gas
7882,32.86,136.1,2.059,0.039,1,gas
7884,43.84,94.81,1.917,0.08,1,gas
7886,44.57,129.05,1.988,0.106,1,gas
7888,34.08,143.24,1.973,0.074,1,gas
7890,34.15,273.11,2.06,0.073,1,gas
7892,29.3,204.6,2.145,0.087,1,gas
7894,29.71,220.79,2.062,0.043,1,gas
7896,21.83,206.84,1.937,0.081,1,gas
7898,35.81,119.77,1.893,0.116,1,gas
7900,18.34,228.39,1.907,0.029,1,gas
7902,13.66,207.82,2.078,0.099,1,gas
7904,34.14,129.74,2.061,0.089,1,gas
7906,28.7,172.24,2.014,0.117,1,gas
7908,17.21,251.24,2.024,0.07,1,gas
7910,20.62,225.01,2.097,0.027,1,gas
7912,48.71,88.18,1.852,0.081,1,gas
7914,44.37,128.41,2.119,0.043,1,gas
7916,38.58,177.63,2.113,0.058,1,gas
7918,34.84,171.5,2.058,0.081,1,gas
7920,39.3,116.34,1.987,0.04,1,gas
7922,52.49,197.46,2.004,0.034,1,gas
7924,46.36,197.02,2.148,0.011,1,gas
7926,18.76,233.84,2.073,0.091,1,gas
7928,45.32,92.34,1.932,0.02,1,gas
7930,32.98,276.59,2.091,0.044,1,gas
7932,43.37,251.34,2.14,0.102,1,gas
7934,21.07,157.37,2.09,0.041,1,gas
7936,93.51,8.64,2.632,0.398,0,shale
7938,86.18,5.56,2.591,0.303,0,shale
7940,104.89,4.06,2.594,0.285,0,shale
7942,133.29,4.29,2.572,0.368,0,shale
7944,146.74,3.81,2.529,0.32,0,shale
7946,115.86,12.02,2.576,0.418,0,shale
7948,124.43,0.2,2.611,0.434,0,shale
7950,130.14,0.2,2.475,0.396,0,shale
7952,108.6,2.76,2.692,0.426,0,shale
7954,111.88,6.69,2.621,0.367,0,shale
7956,126.51,6.13,2.482,0.294,0,shale
7958,91.61,2.48,2.457,0.446,0,shale
7960,136.87,10.05,2.528,0.446,0,shale
7962,150.92,7.07,2.557,0.449,0,shale
7964,108.05,5.12,2.666,0.347,0,shale
7966,94.6,6.07,2.456,0.354,0,shale
7968,136.62,4.18,2.515,0.366,0,shale
7970,118.24,3.19,2.587,0.438,0,shale
7972,118.21,2.29,2.622,0.337,0,shale
7974,139.84,2.81,2.535,0.303,0,shale
7976,101.44,3.83,2.639,0.423,0,shale
7978,96.87,1.55,2.524,0.346,0,shale
7980,136.64,5.57,2.581,0.449,0,shale
7982,136.52,3.09,2.667,0.287,0,shale
7984,89.95,6.46,2.606,0.444,0,shale
7986,124.62,1.61,2.477,0.336,0,shale
7988,137.35,4.32,2.538,0.428,0,shale
7990,97.99,8.04,2.611,0.436,0,shale
7992,134.33,6.04,2.499,0.353,0,shale
7994,111.11,7.47,2.655,0.304,0,shale
7996,94.67,0.2,2.579,0.43,0,shale
7998,150.67,2.73,2.475,0.419,0,shale
8000,149.06,0.2,2.514,0.421,0,shale
8002,116.21,3.15,2.641,0.416,0,shale
8004,96.13,2.63,2.667,0.448,0,shale
8006,95.26,0.2,2.675,0.373,0,shale
8008,104.06,4.36,2.516,0.333,0,shale
8010,89.82,0.2,2.629,0.445,0,shale
8012,145.06,0.2,2.602,0.422,0,shale
8014,108.43,0.2,2.633,0.387,0,shale
8016,145.24,0.2,2.473,0.369,0,shale
8018,118.55,1.77,2.593,0.439,0,shale
8020,133.52,7.68,2.598,0.391,0,shale
8022,132.17,4.18,2.642,0.318,0,shale
8024,114.47,5.38,2.501,0.315,0,shale
8026,106.41,0.2,2.569,0.337,0,shale
8028,127.05,7.65,2.559,0.417,0,shale
8030,118.17,0.2,2.469,0.34,0,shale
8032,131.86,4.74,2.547,0.411,0,shale
8034,140.61,8.48,2.639,0.316,0,shale
8036,107.6,3.06,2.647,0.31,0,shale
8038,148.8,4.99,2.542,0.426,0,shale
8040,141.83,0.2,2.544,0.38,0,shale
8042,127.0,6.01,2.468,0.336,0,shale
8044,97.74,9.41,2.674,0.332,0,shale
8046,110.93,5.18,2.539,0.433,0,shale
8048,113.07,0.2,2.592,0.424,0,shale
8050,93.76,2.63,2.553,0.336,0,shale
8052,122.47,9.26,2.487,0.363,0,shale
8054,111.17,3.86,2.474,0.312,0,shale
8056,89.36,8.54,2.628,0.393,0,shale
8058,145.15,0.2,2.528,0.394,0,shale
8060,118.89,14.62,2.668,0.324,0,shale
8062,141.54,6.47,2.525,0.35,0,shale
8064,100.29,6.25,2.685,0.332,0,shale
8066,136.1,0.2,2.657,0.445,0,shale
8068,112.4,0.2,2.591,0.297,0,shale
8070,149.38,7.58,2.69,0.332,0,shale
8072,103.32,7.79,2.545,0.355,0,shale
8074,132.52,7.48,2.568,0.296,0,shale
8076,142.93,8.98,2.658,0.424,0,shale
8078,128.74,4.47,2.44,0.36,0,shale
8080,134.57,3.93,2.696,0.345,0,shale
8082,98.87,2.77,2.437,0.396,0,shale
8084,150.42,0.2,2.651,0.366,0,shale
8086,144.74,7.73,2.666,0.437,0,shale
8088,144.85,3.47,2.655,0.369,0,shale
8090,129.8,9.76,2.536,0.412,0,shale
8092,146.52,9.14,2.485,0.354,0,shale
8094,137.82,9.8,2.619,0.326,0,shale
8096,140.24,9.63,2.563,0.359,0,shale
8098,116.32,5.09,2.51,0.292,0,shale
8100,100.94,0.2,2.697,0.319,0,shale
8102,89.07,4.55,2.621,0.464,0,shale
8104,108.19,0.66,2.532,0.422,0,shale
8106,143.27,3.96,2.556,0.366,0,shale
8108,149.1,7.17,2.55,0.291,0,shale
8110,148.06,0.91,2.512,0.354,0,shale
8112,109.85,0.29,2.465,0.318,0,shale
8114,133.65,1.17,2.623,0.439,0,shale
8116,95.72,7.11,2.513,0.417,0,shale
8118,125.06,0.9,2.696,0.382,0,shale
8120,144.25,3.5,2.522,0.305,0,shale
8122,101.14,5.61,2.573,0.436,0,shale
8124,132.28,3.01,2.584,0.331,0,shale
8126,101.88,9.31,2.623,0.373,0,shale
8128,127.73,6.69,2.519,0.315,0,shale
8130,137.1,9.33,2.542,0.389,0,shale
8132,119.83,2.23,2.663,0.347,0,shale
8134,106.18,9.39,2.53,0.441,0,shale
8136,102.37,3.51,2.6,0.437,0,shale
8138,123.79,4.63,2.674,0.301,0,shale
8140,114.05,6.89,2.647,0.44,0,shale
8142,130.93,2.38,2.488,0.4,0,shale
8144,123.67,2.25,2.504,0.375,0,shale
8146,92.05,6.92,2.631,0.38,0,shale
8148,60.69,163.01,2.077,0.09,1,oil
8150,47.17,122.57,2.175,0.164,1,oil
8152,51.01,126.31,2.145,0.158,1,oil
8154,31.96,153.37,2.15,0.147,1,oil
8156,55.13,40.2,2.166,0.153,1,oil
8158,43.22,158.95,2.185,0.179,1,oil
8160,59.58,73.21,2.048,0.087,1,oil
8162,38.5,46.28,2.172,0.11,1,oil
8164,27.66,164.68,2.068,0.078,1,oil
8166,38.22,163.62,2.065,0.174,1,oil
8168,48.06,42.99,2.143,0.056,1,oil
8170,27.48,132.56,2.066,0.179,1,oil
8172,41.36,55.92,2.168,0.115,1,oil
8174,62.08,171.98,2.013,0.091,1,oil
8176,53.56,129.66,2.132,0.096,1,oil
8178,53.31,166.48,2.258,0.172,1,oil
8180,42.21,126.6,2.152,0.157,1,oil
8182,35.29,40.74,2.018,0.174,1,oil
8184,36.22,124.83,2.086,0.06,1,oil
8186,23.39,65.97,2.233,0.095,1,oil
8188,49.19,172.85,2.275,0.178,1,oil
8190,30.7,52.41,2.211,0.154,1,oil
8192,45.47,117.42,2.051,0.177,1,oil
8194,43.14,49.93,2.1,0.073,1,oil
8196,35.24,83.67,2.204,0.053,1,oil
8198,34.24,88.0,2.283,0.134,1,oil
8200,33.89,45.0,1.991,0.111,1,oil
8202,27.2,147.75,2.261,0.108,1,oil
8204,38.45,63.28,2.183,0.158,1,oil
8206,52.5,62.09,2.172,0.085,1,oil
8208,36.27,98.62,2.24,0.056,1,oil
8210,48.35,94.27,2.243,0.068,1,oil
8212,55.07,83.37,2.09,0.079,1,oil
8214,43.98,120.29,2.074,0.131,1,oil
8216,24.51,177.16,2.101,0.058,1,oil
8218,53.05,80.08,2.264,0.087,1,oil
8220,35.09,84.92,2.036,0.056,1,oil
8222,55.92,166.8,2.14,0.134,1,oil
8224,51.03,141.42,2.041,0.087,1,oil
8226,51.31,167.72,2.267,0.132,1,oil
8228,62.22,47.37,2.267,0.144,1,oil
8230,44.8,145.25,2.194,0.057,1,oil
8232,24.83,83.7,2.088,0.059,1,oil
8234,26.88,145.19,2.243,0.127,1,oil
8236,43.1,176.95,2.165,0.161,1,oil
8238,35.68,100.88,2.016,0.177,1,oil
8240,35.37,77.78,2.175,0.082,1,oil
8242,51.29,99.63,2.187,0.144,1,oil
8244,33.23,106.99,2.25,0.058,1,oil
8246,41.02,117.42,2.213,0.165,1,oil
8248,57.58,66.81,2.128,0.161,1,oil
8250,57.42,174.0,2.094,0.13,1,oil
8252,42.37,38.93,2.025,0.055,1,oil
8254,32.36,138.28,2.102,0.149,1,oil
8256,33.82,69.17,2.013,0.173,1,oil
8258,57.34,73.61,2.191,0.156,1,oil
8260,22.6,52.57,2.155,0.108,1,oil
8262,51.87,72.6,2.118,0.14,1,oil
8264,30.73,179.73,2.078,0.137,1,oil
8266,37.16,160.81,2.236,0.171,1,oil
8268,47.69,131.78,2.151,0.054,1,oil
8270,30.79,174.0,2.082,0.089,1,oil
8272,26.86,147.97,2.136,0.164,1,oil
8274,52.98,113.13,2.121,0.094,1,oil
8276,37.82,71.76,2.137,0.173,1,oil
8278,40.88,167.97,2.222,0.159,1,oil
8280,43.04,167.76,2.11,0.148,1,oil
8282,48.0,180.59,2.084,0.154,1,oil
8284,39.02,132.64,2.211,0.099,1,oil
8286,49.52,119.27,2.191,0.161,1,oil
8288,51.31,120.19,1.99,0.093,1,oil
8290,32.16,123.13,2.15,0.178,1,oil
8292,35.94,65.72,2.266,0.112,1,oil
8294,47.69,135.88,2.174,0.084,1,oil
8296,43.13,153.23,2.126,0.147,1,oil
8298,53.04,174.21,2.228,0.12,1,oil
8300,40.56,132.2,2.078,0.169,1,oil
8302,27.82,73.35,2.189,0.091,1,oil
8304,56.25,173.21,2.181,0.084,1,oil
8306,37.91,178.48,2.127,0.129,1,oil
8308,56.95,115.06,2.224,0.165,1,oil
8310,54.91,178.71,2.164,0.156,1,oil
8312,34.7,65.21,2.307,0.092,1,oil
8314,56.54,135.51,2.067,0.075,1,oil
8316,26.15,114.86,2.055,0.074,1,oil
8318,21.13,71.93,2.042,0.099,1,oil
8320,37.67,65.21,2.171,0.103,1,oil
8322,41.81,46.0,2.269,0.057,1,oil
8324,43.29,175.7,2.094,0.127,1,oil
8326,54.53,175.95,2.151,0.084,1,oil
8328,37.49,157.77,2.2,0.051,1,oil
8330,23.11,36.79,2.23,0.132,1,oil
8332,39.87,149.44,2.228,0.089,1,oil
8334,44.85,139.48,2.295,0.077,1,oil
8336,26.63,76.35,2.067,0.169,1,oil
8338,57.77,134.91,2.127,0.068,1,oil
8340,26.02,44.97,2.211,0.075,1,oil
8342,34.62,138.31,2.222,0.103,1,oil
8344,47.15,43.83,2.117,0.144,1,oil
8346,23.95,87.09,2.036,0.132,1,oil
8348,28.02,129.2,2.279,0.08,1,oil
8350,38.53,78.23,2.223,0.061,1,oil
8352,43.39,95.39,2.046,0.169,1,oil
8354,47.33,96.02,2.262,0.075,1,oil
8356,24.65,89.2,2.178,0.127,1,oil
8358,55.99,103.14,2.078,0.139,1,oil
8360,71.98,5.56,2.296,0.239,0,water
8362,83.1,10.25,2.432,0.207,0,water
8364,79.67,5.85,2.373,0.243,0,water
8366,63.01,2.78,2.396,0.242,0,water
8368,53.62,7.75,2.264,0.245,0,water
8370,84.55,9.22,2.501,0.288,0,water
8372,43.97,12.95,2.323,0.258,0,water
8374,52.29,14.72,2.305,0.319,0,water
8376,51.65,14.07,2.272,0.212,0,water
8378,49.61,10.92,2.256,0.276,0,water
8380,54.55,8.55,2.253,0.273,0,water
8382,68.35,11.84,2.409,0.265,0,water
8384,78.38,1.98,2.239,0.281,0,water
8386,67.9,6.87,2.33,0.317,0,water
8388,64.62,13.85,2.364,0.236,0,water
8390,80.97,13.02,2.344,0.251,0,water
8392,51.39,13.4,2.426,0.283,0,water
8394,83.54,0.2,2.437,0.193,0,water
